SRR12479080.302
SRR12479080.7094
SRR12479080.7574
SRR12479080.7594
SRR12479080.8129
SRR12479080.8184
SRR12479080.8842
SRR12479080.8857
SRR12479080.10362
SRR12479080.10423
SRR12479080.12284
SRR12479080.12759
SRR12479080.12760
SRR12479080.12769
SRR12479080.13055
SRR12479080.13062
SRR12479080.14182
SRR12479080.14196
SRR12479080.14861
SRR12479080.14869
SRR12479080.15283
SRR12479080.15308
SRR12479080.15912
SRR12479080.15919
SRR12479080.16524
SRR12479080.16563
SRR12479080.16579
SRR12479080.16875
SRR12479080.16904
SRR12479080.16913
SRR12479080.16917
SRR12479080.17243
SRR12479080.214
SRR12479080.215
SRR12479080.218
SRR12479080.254
SRR12479080.810
SRR12479080.1056
SRR12479080.1692
SRR12479080.1728
SRR12479080.2032
SRR12479080.2033
SRR12479080.2050
SRR12479080.2081
SRR12479080.2089
SRR12479080.2090
SRR12479080.2387
SRR12479080.3306
SRR12479080.3360
SRR12479080.4009
SRR12479080.4903
SRR12479080.4909
SRR12479080.4927
SRR12479080.4938
SRR12479080.5391
SRR12479080.5422
SRR12479080.5459
SRR12479080.6519
SRR12479080.6532
SRR12479080.6561
SRR12479080.6573
SRR12479080.6578
SRR12479080.7214
SRR12479080.7228
SRR12479080.7456
SRR12479080.8551
SRR12479080.8581
SRR12479080.8598
SRR12479080.8605
SRR12479080.8979
SRR12479080.9022
SRR12479080.10511
SRR12479080.10523
SRR12479080.10931
SRR12479080.11870
SRR12479080.11885
SRR12479080.13874
SRR12479080.13892
SRR12479080.13930
SRR12479080.14637
SRR12479080.15055
SRR12479080.15096
SRR12479080.15104
SRR12479080.15107
SRR12479080.15117
SRR12479080.15331
SRR12479080.15359
SRR12479080.15385
SRR12479080.15756
SRR12479080.15758
SRR12479080.15760
SRR12479080.15761
SRR12479080.15812
SRR12479080.15813
SRR12479080.16153
SRR12479080.16593
SRR12479080.16650
SRR12479080.17100
SRR12479080.17475
SRR12479080.17480
SRR12479080.17976
SRR12479080.17981
SRR12479080.102
SRR12479080.103
SRR12479080.109
SRR12479080.122
SRR12479080.426
SRR12479080.453
SRR12479080.3221
SRR12479080.3226
SRR12479080.3236
SRR12479080.3287
SRR12479080.3668
SRR12479080.3701
SRR12479080.4151
SRR12479080.4167
SRR12479080.4180
SRR12479080.4182
SRR12479080.5332
SRR12479080.5376
SRR12479080.5782
SRR12479080.5804
SRR12479080.6166
SRR12479080.6199
SRR12479080.6203
SRR12479080.6218
SRR12479080.7918
SRR12479080.7920
SRR12479080.7934
SRR12479080.7955
SRR12479080.8611
SRR12479080.8614
SRR12479080.9416
SRR12479080.9958
SRR12479080.9959
SRR12479080.9972
SRR12479080.9980
SRR12479080.10346
SRR12479080.10717
SRR12479080.10744
SRR12479080.10773
SRR12479080.11209
SRR12479080.11253
SRR12479080.11712
SRR12479080.11722
SRR12479080.11736
SRR12479080.13348
SRR12479080.13367
SRR12479080.13369
SRR12479080.13729
SRR12479080.13754
SRR12479080.13764
SRR12479080.13766
SRR12479080.13784
SRR12479080.14431
SRR12479080.15237
SRR12479080.15240
SRR12479080.15479
SRR12479080.15520
SRR12479080.15522
SRR12479080.15843
SRR12479080.15872
SRR12479080.16304
SRR12479080.16668
SRR12479080.16696
SRR12479080.16699
SRR12479080.16701
SRR12479080.16725
SRR12479080.17701
SRR12479080.17710
SRR12479080.18060
SRR12479080.18403
SRR12479080.382
SRR12479080.391
SRR12479080.406
SRR12479080.3104
SRR12479080.4288
SRR12479080.4305
SRR12479080.4318
SRR12479080.4623
SRR12479080.4634
SRR12479080.4681
SRR12479080.4776
SRR12479080.4822
SRR12479080.5118
SRR12479080.5152
SRR12479080.5153
SRR12479080.5154
SRR12479080.5967
SRR12479080.5975
SRR12479080.5979
SRR12479080.5993
SRR12479080.6006
SRR12479080.6010
SRR12479080.6379
SRR12479080.6937
SRR12479080.6988
SRR12479080.8416
SRR12479080.8448
SRR12479080.8450
SRR12479080.8906
SRR12479080.8920
SRR12479080.8955
SRR12479080.9358
SRR12479080.11434
SRR12479080.11449
SRR12479080.11451
SRR12479080.12116
SRR12479080.12126
SRR12479080.12133
SRR12479080.12134
SRR12479080.12142
SRR12479080.12152
SRR12479080.12170
SRR12479080.12529
SRR12479080.12889
SRR12479080.12891
SRR12479080.12931
SRR12479080.13499
SRR12479080.13653
SRR12479080.13666
SRR12479080.13667
SRR12479080.13707
SRR12479080.14228
SRR12479080.14234
SRR12479080.14276
SRR12479080.14585
SRR12479080.14594
SRR12479080.14595
SRR12479080.15413
SRR12479080.15452
SRR12479080.15470
SRR12479080.18091
SRR12479080.18282
SRR12479080.18300
SRR12479080.18320
SRR12479080.18611
SRR12479080.18770
SRR12479080.18773
SRR12479080.18803
SRR12479080.19069
SRR12479080.19081
SRR12479080.172
SRR12479080.181
SRR12479080.494
SRR12479080.517
SRR12479080.523
SRR12479080.528
SRR12479080.531
SRR12479080.555
SRR12479080.557
SRR12479080.2956
SRR12479080.2975
SRR12479080.3604
SRR12479080.3617
SRR12479080.3618
SRR12479080.5822
SRR12479080.5854
SRR12479080.6134
SRR12479080.6135
SRR12479080.6606
SRR12479080.6821
SRR12479080.6825
SRR12479080.6839
SRR12479080.7773
SRR12479080.7780
SRR12479080.7793
SRR12479080.8006
SRR12479080.8287
SRR12479080.8288
SRR12479080.8306
SRR12479080.8313
SRR12479080.8321
SRR12479080.8683
SRR12479080.9048
SRR12479080.9062
SRR12479080.9523
SRR12479080.9524
SRR12479080.9554
SRR12479080.9812
SRR12479080.9819
SRR12479080.10708
SRR12479080.10911
SRR12479080.10913
SRR12479080.11780
SRR12479080.11781
SRR12479080.11813
SRR12479080.13406
SRR12479080.13418
SRR12479080.14025
SRR12479080.14044
SRR12479080.16172
SRR12479080.16180
SRR12479080.16196
SRR12479080.16197
SRR12479080.16219
SRR12479080.16778
SRR12479080.16782
SRR12479080.20312
SRR12479080.20314
SRR12479080.20362
SRR12479080.20363
SRR12479080.20364
SRR12479080.20788
SRR12479080.21345
SRR12479080.23879
SRR12479080.23891
SRR12479080.23896
SRR12479080.23903
SRR12479080.23923
SRR12479080.23924
SRR12479080.23934
SRR12479080.17602
SRR12479080.17627
SRR12479080.17630
SRR12479080.18174
SRR12479080.18176
SRR12479080.18186
SRR12479080.18513
SRR12479080.18536
SRR12479080.18549
SRR12479080.19272
SRR12479080.19300
SRR12479080.19312
SRR12479080.19320
SRR12479080.19852
SRR12479080.20257
SRR12479080.20273
SRR12479080.20679
SRR12479080.20680
SRR12479080.20691
SRR12479080.20695
SRR12479080.20696
SRR12479080.20711
SRR12479080.20712
SRR12479080.21107
SRR12479080.21926
SRR12479080.21942
SRR12479080.22286
SRR12479080.22292
SRR12479080.22646
SRR12479080.22667
SRR12479080.22669
SRR12479080.23474
SRR12479080.24394
SRR12479080.24419
SRR12479080.24781
SRR12479080.24784
SRR12479080.24834
SRR12479080.24847
SRR12479080.25366
SRR12479080.25771
SRR12479080.25780
SRR12479080.25781
SRR12479080.25783
SRR12479080.26208
SRR12479080.26210
SRR12479080.26675
SRR12479080.26710
SRR12479080.26740
SRR12479080.27211
SRR12479080.27212
SRR12479080.27763
SRR12479080.27785
SRR12479080.28164
SRR12479080.28183
SRR12479080.28187
SRR12479080.28188
SRR12479080.28193
SRR12479080.28585
SRR12479080.28601
SRR12479080.28607
SRR12479080.28609
SRR12479080.28612
SRR12479080.28619
SRR12479080.28982
SRR12479080.29038
SRR12479080.30471
SRR12479080.30491
SRR12479080.30494
SRR12479080.30516
SRR12479080.30883
SRR12479080.17990
SRR12479080.18465
SRR12479080.18467
SRR12479080.18470
SRR12479080.18868
SRR12479080.19376
SRR12479080.19737
SRR12479080.19738
SRR12479080.19740
SRR12479080.20382
SRR12479080.20398
SRR12479080.20399
SRR12479080.20415
SRR12479080.20421
SRR12479080.21010
SRR12479080.21037
SRR12479080.21041
SRR12479080.21061
SRR12479080.21065
SRR12479080.21628
SRR12479080.22051
SRR12479080.22054
SRR12479080.22065
SRR12479080.22068
SRR12479080.22075
SRR12479080.22110
SRR12479080.22115
SRR12479080.22565
SRR12479080.22574
SRR12479080.22575
SRR12479080.22592
SRR12479080.22593
SRR12479080.22598
SRR12479080.22891
SRR12479080.22912
SRR12479080.22947
SRR12479080.23359
SRR12479080.23753
SRR12479080.23799
SRR12479080.24155
SRR12479080.24158
SRR12479080.24159
SRR12479080.24167
SRR12479080.24179
SRR12479080.25002
SRR12479080.25005
SRR12479080.25013
SRR12479080.25045
SRR12479080.25046
SRR12479080.25482
SRR12479080.25517
SRR12479080.25538
SRR12479080.25946
SRR12479080.26256
SRR12479080.26257
SRR12479080.26287
SRR12479080.26304
SRR12479080.26827
SRR12479080.26830
SRR12479080.26852
SRR12479080.26854
SRR12479080.26859
SRR12479080.26866
SRR12479080.27360
SRR12479080.27873
SRR12479080.27882
SRR12479080.28305
SRR12479080.28340
SRR12479080.29183
SRR12479080.29434
SRR12479080.12213
SRR12479080.12237
SRR12479080.12545
SRR12479080.12566
SRR12479080.12567
SRR12479080.12581
SRR12479080.12975
SRR12479080.13017
SRR12479080.13018
SRR12479080.13232
SRR12479080.13277
SRR12479080.13945
SRR12479080.13973
SRR12479080.13976
SRR12479080.13983
SRR12479080.13995
SRR12479080.14400
SRR12479080.14748
SRR12479080.14751
SRR12479080.16815
SRR12479080.17339
SRR12479080.17340
SRR12479080.17347
SRR12479080.17359
SRR12479080.17912
SRR12479080.19642
SRR12479080.19897
SRR12479080.19902
SRR12479080.19939
SRR12479080.21216
SRR12479080.21230
SRR12479080.21235
SRR12479080.21237
SRR12479080.21241
SRR12479080.23216
SRR12479080.24485
SRR12479080.24492
SRR12479080.24722
SRR12479080.24725
SRR12479080.24726
SRR12479080.24779
SRR12479080.24780
SRR12479080.25098
SRR12479080.25110
SRR12479080.25112
SRR12479080.26425
SRR12479080.26935
SRR12479080.27384
SRR12479080.27413
SRR12479080.28844
SRR12479080.28845
SRR12479080.28875
SRR12479080.28900
SRR12479080.29209
SRR12479080.29215
SRR12479080.29231
SRR12479080.29718
SRR12479080.30046
SRR12479080.30077
SRR12479080.30817
SRR12479080.30820
SRR12479080.30822
SRR12479080.30859
SRR12479080.31219
SRR12479080.31608
SRR12479080.31970
SRR12479080.32373
SRR12479080.32375
SRR12479080.32404
SRR12479080.32406
SRR12479080.17750
SRR12479080.17752
SRR12479080.18251
SRR12479080.18657
SRR12479080.18977
SRR12479080.19009
SRR12479080.19020
SRR12479080.19022
SRR12479080.19424
SRR12479080.19442
SRR12479080.20472
SRR12479080.20479
SRR12479080.22129
SRR12479080.22130
SRR12479080.22162
SRR12479080.22171
SRR12479080.22412
SRR12479080.22446
SRR12479080.22451
SRR12479080.22453
SRR12479080.22839
SRR12479080.22840
SRR12479080.22841
SRR12479080.22842
SRR12479080.22854
SRR12479080.22857
SRR12479080.23611
SRR12479080.23625
SRR12479080.23653
SRR12479080.23658
SRR12479080.23964
SRR12479080.23970
SRR12479080.24224
SRR12479080.24587
SRR12479080.24619
SRR12479080.24923
SRR12479080.24929
SRR12479080.24931
SRR12479080.25833
SRR12479080.25891
SRR12479080.26347
SRR12479080.26374
SRR12479080.26387
SRR12479080.26744
SRR12479080.26752
SRR12479080.26753
SRR12479080.26754
SRR12479080.26789
SRR12479080.27275
SRR12479080.27300
SRR12479080.27813
SRR12479080.27854
SRR12479080.27855
SRR12479080.28226
SRR12479080.28239
SRR12479080.28706
SRR12479080.28712
SRR12479080.28720
SRR12479080.28760
SRR12479080.28763
SRR12479080.29358
SRR12479080.29385
SRR12479080.31736
SRR12479080.31753
SRR12479080.32089
SRR12479080.32119
SRR12479080.32127
SRR12479080.33044
SRR12479080.33068
SRR12479080.33452
SRR12479080.29452
SRR12479080.29467
SRR12479080.31530
SRR12479080.31536
SRR12479080.32448
SRR12479080.32470
SRR12479080.32780
SRR12479080.32786
SRR12479080.32799
SRR12479080.32803
SRR12479080.32816
SRR12479080.34330
SRR12479080.34355
SRR12479080.34672
SRR12479080.35728
SRR12479080.35732
SRR12479080.35733
SRR12479080.26467
SRR12479080.26475
SRR12479080.26522
SRR12479080.26979
SRR12479080.26981
SRR12479080.26995
SRR12479080.27015
SRR12479080.27567
SRR12479080.27934
SRR12479080.27961
SRR12479080.29899
SRR12479080.30315
SRR12479080.30735
SRR12479080.30794
SRR12479080.32906
SRR12479080.32917
SRR12479080.32953
SRR12479080.33860
SRR12479080.33868
SRR12479080.34871
SRR12479080.34927
SRR12479080.35156
SRR12479080.35175
SRR12479080.35194
SRR12479080.32642
SRR12479080.33184
SRR12479080.33470
SRR12479080.33891
SRR12479080.33898
SRR12479080.34264
SRR12479080.35034
SRR12479080.35428
SRR12479080.35436
SRR12479080.35454
SRR12479080.35842
SRR12479080.35897
SRR12479080.18716
SRR12479080.18757
SRR12479080.18758
SRR12479080.19122
SRR12479080.19169
SRR12479080.20006
SRR12479080.20189
SRR12479080.20200
SRR12479080.20209
SRR12479080.20543
SRR12479080.20562
SRR12479080.20568
SRR12479080.20577
SRR12479080.21442
SRR12479080.21841
SRR12479080.21868
SRR12479080.21888
SRR12479080.21904
SRR12479080.21910
SRR12479080.22240
SRR12479080.22241
SRR12479080.22520
SRR12479080.22532
SRR12479080.22533
SRR12479080.22787
SRR12479080.22805
SRR12479080.23298
SRR12479080.23536
SRR12479080.23558
SRR12479080.23813
SRR12479080.23820
SRR12479080.23835
SRR12479080.23862
SRR12479080.25295
SRR12479080.26093
SRR12479080.27040
SRR12479080.27491
SRR12479080.27502
SRR12479080.28504
SRR12479080.28505
SRR12479080.28544
SRR12479080.28546
SRR12479080.28977
SRR12479080.30255
SRR12479080.30261
SRR12479080.30707
SRR12479080.30710
SRR12479080.30721
SRR12479080.31083
SRR12479080.31127
SRR12479080.31141
SRR12479080.31434
SRR12479080.31457
SRR12479080.32288
SRR12479080.32293
SRR12479080.32315
SRR12479080.32339
SRR12479080.32836
SRR12479080.32846
SRR12479080.32871
SRR12479080.33267
SRR12479080.33270
SRR12479080.33272
SRR12479080.33273
SRR12479080.34519
SRR12479080.34545
SRR12479080.34547
SRR12479080.34576
SRR12479080.19105
SRR12479080.19195
SRR12479080.19223
SRR12479080.19547
SRR12479080.19576
SRR12479080.19591
SRR12479080.21502
SRR12479080.21504
SRR12479080.22342
SRR12479080.22685
SRR12479080.22712
SRR12479080.22742
SRR12479080.23043
SRR12479080.23072
SRR12479080.23386
SRR12479080.23387
SRR12479080.24354
SRR12479080.24506
SRR12479080.24517
SRR12479080.24530
SRR12479080.24557
SRR12479080.24865
SRR12479080.24866
SRR12479080.24876
SRR12479080.24908
SRR12479080.25199
SRR12479080.25608
SRR12479080.26016
SRR12479080.26026
SRR12479080.26586
SRR12479080.26588
SRR12479080.27106
SRR12479080.27130
SRR12479080.27589
SRR12479080.27643
SRR12479080.28113
SRR12479080.28448
SRR12479080.28453
SRR12479080.28804
SRR12479080.29265
SRR12479080.29269
SRR12479080.29277
SRR12479080.29325
SRR12479080.29839
SRR12479080.29869
SRR12479080.30194
SRR12479080.30640
SRR12479080.31011
SRR12479080.31012
SRR12479080.31075
SRR12479080.31389
SRR12479080.31392
SRR12479080.31798
SRR12479080.31831
SRR12479080.32250
SRR12479080.32255
SRR12479080.32730
SRR12479080.32748
SRR12479080.33576
SRR12479080.33577
SRR12479080.33962
SRR12479080.33984
SRR12479080.35420
SRR12479080.35782
SRR12479080.15597
SRR12479080.15603
SRR12479080.16048
SRR12479080.16393
SRR12479080.16401
SRR12479080.16945
SRR12479080.16956
SRR12479080.16957
SRR12479080.17368
SRR12479080.17413
SRR12479080.17790
SRR12479080.17794
SRR12479080.17831
SRR12479080.17840
SRR12479080.20606
SRR12479080.20633
SRR12479080.20932
SRR12479080.20967
SRR12479080.20998
SRR12479080.21000
SRR12479080.21166
SRR12479080.21646
SRR12479080.21651
SRR12479080.21985
SRR12479080.23122
SRR12479080.23167
SRR12479080.23168
SRR12479080.25201
SRR12479080.25643
SRR12479080.25666
SRR12479080.26113
SRR12479080.26126
SRR12479080.26167
SRR12479080.27668
SRR12479080.27685
SRR12479080.28001
SRR12479080.28006
SRR12479080.28026
SRR12479080.28352
SRR12479080.28364
SRR12479080.28365
SRR12479080.28408
SRR12479080.28411
SRR12479080.29586
SRR12479080.29784
SRR12479080.29787
SRR12479080.30153
SRR12479080.30561
SRR12479080.30572
SRR12479080.30576
SRR12479080.34753
SRR12479080.35300
SRR12479080.35649
SRR12479080.35696
SRR12479080.36028
SRR12479080.30922
SRR12479080.31328
SRR12479080.31658
SRR12479080.32156
SRR12479080.32162
SRR12479080.32185
SRR12479080.32551
SRR12479080.32576
SRR12479080.32577
SRR12479080.32578
SRR12479080.32580
SRR12479080.32613
SRR12479080.33334
SRR12479080.33336
SRR12479080.33653
SRR12479080.33659
SRR12479080.33661
SRR12479080.34028
SRR12479080.34051
SRR12479080.34055
SRR12479080.34088
SRR12479080.34425
SRR12479080.34824
SRR12479080.35232
SRR12479080.35234
SRR12479080.35247
SRR12479080.35273
SRR12479080.36096
SRR12479080.33793
SRR12479080.33801
SRR12479080.34099
SRR12479080.34135
SRR12479080.34138
SRR12479080.34487
SRR12479080.34509
